id,text,label
2520,sombong kau,toxic
2521,dasar rusak,toxic
2522,dasar anak brengsek,toxic
2523,ngawur parah,toxic
2524,goblok bang,toxic
2525,k3ra5 k3pal4,toxic
2526,alay,toxic
2527,berisik woy,toxic
2528,dasar l053r abis,toxic
2529,nih ber4ndal amat,toxic
2530,oi goblokan,toxic
2531,julid amat,toxic
2532,penipu abis,toxic
2533,dasar lu j0rok woy,toxic
2534,si egois,toxic
2535,munafik lu,toxic
2536,muka dua,toxic
2537,bangsat,toxic
2538,5amp4h,toxic
2539,eh u53l3ss nih,toxic
2540,taiayam,toxic
2541,biadab bang,toxic
2542,tukangfitnah ya,toxic
2543,1d1ot,toxic
2544,cacat,toxic
2545,nih berandal,toxic
2546,kau p3cund4ng bang,toxic
2547,brengsek sih,toxic
2548,53t4n,toxic
2549,4nj1ng,toxic
2550,alay ya,toxic
2551,eh bego,toxic
2552,k0t0r,toxic
2553,soktau beneran,toxic
2554,si paling kampret,toxic
2555,oi busuk,toxic
2556,4mp45,toxic
2557,si paling biadab,toxic
2558,p3m4las,toxic
2559,kau sialan,toxic
2560,lebay bang,toxic
2561,anjing,toxic
2562,dasar anak ngeyel,toxic
2563,kampungan nih,toxic
2564,busuk,toxic
2565,hei jelek,toxic
2566,mal4s,toxic
2567,dasar garing,toxic
2568,si ng3h3 parah,toxic
2569,bego,toxic
2570,pemarah woy,toxic
2571,kasar,toxic
2572,soktau sekali,toxic
2573,nakal,toxic
2574,sombong lu,toxic
2575,biadab sekali,toxic
2576,kampret,toxic
2577,lemot bro,toxic
2578,norak nih,toxic
2579,p3m4las,toxic
2580,cupu cuk,toxic
2581,pen1pu,toxic
2582,wahai keras kepala,toxic
2583,nih bu5uk ya,toxic
2584,sombong,toxic
2585,pemarah,toxic
2586,dasar cacat kau,toxic
2587,bajingan,toxic
2588,lemot amat,toxic
2589,ngehe ya,toxic
2590,berandal bro,toxic
2591,pembohong,toxic
2592,si julid sekali,toxic
2593,pemb0hong,toxic
2594,biadab cuk,toxic
2595,dasar rusak beneran,toxic
2596,sombong amat,toxic
2597,bangsat,toxic
2598,malesin,toxic
2599,kau dungu beneran,toxic
2600,hei nakal,toxic
2601,kamu useless,toxic
2602,ng3yel,toxic
2603,dasar lu ampas,toxic
2604,muka dua banget,toxic
2605,dasar anak ngawur,toxic
2606,dasar lebay,toxic
2607,eh bajingan,toxic
2608,oi lemot,toxic
2609,wahai baj1ng4n sih,toxic
2610,kamu 5amp4h abis,toxic
2611,nyebelin bang,toxic
2612,eh kampret,toxic
2613,gila,toxic
2614,woi cerewet,toxic
2615,kau egois,toxic
2616,lemot nih,toxic
2617,si paling sampah,toxic
2618,dungu,toxic
2619,kau parasit,toxic
2620,dasar anak norak,toxic
2621,taiayam sekali,toxic
2622,jorok nih,toxic
2623,woi goblokan,toxic
2624,pecundang,toxic
2625,alay nih,toxic
2626,berandal,toxic
2627,oi brengseklu,toxic
2628,kamu kampungan,toxic
2629,bajingan beneran,toxic
2630,eh rusak,toxic
2631,berandal bang,toxic
2632,1diot,toxic
2633,pem4r4h,toxic
2634,dasar anak ngawur,toxic
2635,wahai sinting,toxic
2636,penipu,toxic
2637,julid beneran,toxic
2638,pemarah lu,toxic
2639,kampungan,toxic
2640,kur4ngaj4r,toxic
2641,alay lu,toxic
2642,k3p4rat,toxic
2643,songong kau,toxic
2644,tai cuk,toxic
2645,kasar,toxic
2646,alay sih,toxic
2647,gobl0k,toxic
2648,kampr3t,toxic
2649,lemot,toxic
2650,idiot,toxic
2651,hei k0t0r bro,toxic
2652,berandal,toxic
2653,u53le55,toxic
2654,goblok,toxic
2655,eh kampungan,toxic
2656,begokan,toxic
2657,soktau,toxic
2658,eh ampas,toxic
2659,4r0g4n,toxic
2660,dasar jelek,toxic
2661,dasar manusia sampah,toxic
2662,jahil,toxic
2663,kau kampret,toxic
2664,pecundang,toxic
2665,berandal,toxic
2666,n0r4k,toxic
2667,bajingan bro,toxic
2668,eh k45ar sih,toxic
2669,pengacau cuk,toxic
2670,ngeh3,toxic
2671,setan,toxic
2672,m4l351n,toxic
2673,cupu,toxic
2674,berandal abis,toxic
2675,ampas banget,toxic
2676,eh ru5ak sih,toxic
2677,dasar manusia berisik,toxic
2678,si paling pembohong,toxic
2679,wahai tai,toxic
2680,kau ngehe,toxic
2681,lemot,toxic
2682,eh l0s3r sih,toxic
2683,idiotan amat,toxic
2684,brengos,toxic
2685,oi useless,toxic
2686,kas4r,toxic
2687,ta1,toxic
2688,si paling pemalas,toxic
2689,woi sinting,toxic
2690,br3ng0s,toxic
2691,cupu,toxic
2692,kasar,toxic
2693,keparat,toxic
2694,pengkhianat,toxic
2695,kau j3lek sih,toxic
2696,brengseklu ya,toxic
2697,jorok,toxic
2698,jelek,toxic
2699,rese woy,toxic
2700,dasar mal4s bang,toxic
2701,hei begokan sih,toxic
2702,ru5ak,toxic
2703,kamu pengkhianat,toxic
2704,dasar ny3bel1n kau,toxic
2705,muk4 dua,toxic
2706,hei kampret,toxic
2707,hei setan ya,toxic
2708,idiotan,toxic
2709,woi setan,toxic
2710,t0l0l,toxic
2711,pemalas,toxic
2712,penipu,toxic
2713,ngehe ya,toxic
2714,eh us3less sih,toxic
2715,dasar manusia tai,toxic
2716,cupu parah,toxic
2717,dasar p3ng4c4u cuk,toxic
2718,pecundang,toxic
2719,loser bang,toxic
2720,hei bangsat,toxic
2721,tol0l4n,toxic
2722,kamu busuk cuk,toxic
2723,kau soktau,toxic
2724,pemb0h0ng,toxic
2725,kamu pemalas bang,toxic
2726,rusak cuk,toxic
2727,4r0g4n,toxic
2728,0takudang,toxic
2729,nih g0bl0k banget,toxic
2730,dasar j3l3k lu,toxic
2731,dungu,toxic
2732,bangsat banget,toxic
2733,dasar manusia t0l0lan cuk,toxic
2734,dasar lu pecundang,toxic
2735,kamu p3ngac4u sih,toxic
2736,nih 4mp45 bang,toxic
2737,j3l3k,toxic
2738,keparat sih,toxic
2739,tolol,toxic
2740,idiotan,toxic
2741,goblokan,toxic
2742,pecundang,toxic
2743,kau l0s3r sih,toxic
2744,penipu,toxic
2745,goblokan sih,toxic
2746,51al4n,toxic
2747,dasar lu m4l4s abis,toxic
2748,pengkhianat kau,toxic
2749,kur4ngaj4r,toxic
2750,ngawur,toxic
2751,nih b3g0kan sih,toxic
2752,kotor woy,toxic
2753,ot4kud4ng,toxic
2754,dasar anak malas,toxic
2755,rese bro,toxic
2756,anjing,toxic
2757,bacot bro,toxic
2758,jorok,toxic
2759,pembohong,toxic
2760,malesin,toxic
2761,parasit nih,toxic
2762,songong abis,toxic
2763,pemalas,toxic
2764,egois bro,toxic
2765,ngeyel bang,toxic
2766,otakudang banget,toxic
2767,penipu,toxic
2768,ngeyel,toxic
2769,si pecundang,toxic
2770,dungu,toxic
2771,wahai pemalas,toxic
2772,hei arogan,toxic
2773,dasar lu breng5ek ya,toxic
2774,berandal parah,toxic
2775,brengsek bang,toxic
2776,kau goblok,toxic
2777,tololan lu,toxic
2778,nih cacat,toxic
2779,kamu bu5uk beneran,toxic
2780,dasar anak p4y4h sekali,toxic
2781,keras kepala,toxic
2782,nih ta1kucing lu,toxic
2783,oi mun4fik cuk,toxic
2784,brengseklu cuk,toxic
2785,woi bangs4t beneran,toxic
2786,pembohong bang,toxic
2787,si male5in bang,toxic
2788,loser beneran,toxic
2789,lebay,toxic
2790,goblok nih,toxic
2791,pengacau,toxic
2792,dasar brengseklu,toxic
2793,egois,toxic
2794,setan,toxic
2795,sialan,toxic
2796,kotor bang,toxic
2797,dasar lu egois,toxic
2798,arogan abis,toxic
2799,si b4j1ng4n woy,toxic
2800,g0bl0kan,toxic
2801,sialan beneran,toxic
2802,tukangfitnah,toxic
2803,g4ring,toxic
2804,hei ngeyel banget,toxic
2805,norak,toxic
2806,hei j4hat beneran,toxic
2807,oi g1la amat,toxic
2808,kampungan parah,toxic
2809,kau goblok4n parah,toxic
2810,dasar anak pengkhianat,toxic
2811,jahil,toxic
2812,bangsat banget,toxic
2813,sialan bro,toxic
2814,jorok bang,toxic
2815,oi kurangajar,toxic
2816,p3cundang,toxic
2817,woi malas,toxic
2818,garing,toxic
2819,busuk,toxic
2820,dasar lu tukangfitnah,toxic
2821,nih 4mp4s cuk,toxic
2822,si paling lebay,toxic
2823,soktau amat,toxic
2824,breng0s,toxic
2825,hei dungu parah,toxic
2826,n4kal,toxic
2827,1d1ot4n,toxic
2828,3g01s,toxic
2829,pengac4u,toxic
2830,sampah,toxic
2831,wahai songong,toxic
2832,kasar banget,toxic
2833,bodoh kau,toxic
2834,dasar manusia edan,toxic
2835,par45it,toxic
2836,pay4h,toxic
2837,eh lemot,toxic
2838,breng05,toxic
2839,tololan,toxic
2840,p3n1pu,toxic
2841,brengseklu kau,toxic
2842,woi 4mp4s ya,toxic
2843,dasar anak setan,toxic
2844,pecundang parah,toxic
2845,stress banget,toxic
2846,penipu,toxic
2847,woi b1ad4b lu,toxic
2848,eh gar1ng cuk,toxic
2849,useless beneran,toxic
2850,dasar lu norak,toxic
2851,bangsat,toxic
2852,woi ru5ak bro,toxic
2853,si paling bu5uk banget,toxic
2854,egois,toxic
2855,bodoh,toxic
2856,bego kau,toxic
2857,kau tai,toxic
2858,dasar anak b4jing4n sekali,toxic
2859,pemalas,toxic
2860,dasar kotor,toxic
2861,si paling biadab,toxic
2862,ampas woy,toxic
2863,bangsat nih,toxic
2864,514lan,toxic
2865,soktau beneran,toxic
2866,t0lolan,toxic
2867,dasar k3p4rat abis,toxic
2868,brengseklu abis,toxic
2869,woi n4k4l lu,toxic
2870,edan,toxic
2871,norak,toxic
2872,pengkhianat parah,toxic
2873,payah,toxic
2874,si lemot,toxic
2875,taiayam,toxic
2876,bajingan amat,toxic
2877,dasar id1ot4n lu,toxic
2878,dasar bangs4t nih,toxic
2879,woi pemalas,toxic
2880,busuk kau,toxic
2881,sialan,toxic
2882,loser ya,toxic
2883,kau n0rak nih,toxic
2884,dasar p3ngkh1an4t amat,toxic
2885,dasar lu loser,toxic
2886,brengsek amat,toxic
2887,dasar muka dua,toxic
2888,kampret abis,toxic
2889,wahai muk4 du4 bang,toxic
2890,julid,toxic
2891,goblokan,toxic
2892,brengos parah,toxic
2893,si pecundang,toxic
2894,dasar lu jah4t kau,toxic
2895,si paling brengseklu,toxic
2896,dasar bang5at amat,toxic
2897,k3ras kep4l4,toxic
2898,alay bro,toxic
2899,woi t0lol4n banget,toxic
2900,kau t41 sekali,toxic
2901,oi bang54t abis,toxic
2902,si p3mal45 abis,toxic
2903,malas banget,toxic
2904,ngawur,toxic
2905,goblok,toxic
2906,nakal,toxic
2907,soktau,toxic
2908,oi kampret,toxic
2909,woi p3ngkhi4n4t cuk,toxic
2910,kau jorok,toxic
2911,pengkhianat cuk,toxic
2912,alay sekali,toxic
2913,dasar manusia 50ktau banget,toxic
2914,b3rand4l,toxic
2915,otakudang lu,toxic
2916,oi taiayam,toxic
2917,si jorok,toxic
2918,dasar manusia pecundang,toxic
2919,kampungan,toxic
2920,jahat,toxic
2921,norak,toxic
2922,dasar manusia norak,toxic
2923,hei taiayam,toxic
2924,leb4y,toxic
2925,woi bajingan,toxic
2926,ngeyel,toxic
2927,pem4r4h,toxic
2928,busuk,toxic
2929,hei berisik,toxic
2930,keparat beneran,toxic
2931,kur4ng4j4r,toxic
2932,s14lan,toxic
2933,nih bego nih,toxic
2934,busuk banget,toxic
2935,sialan beneran,toxic
2936,pemalas,toxic
2937,setan ya,toxic
2938,kurangajar bang,toxic
2939,kau id10t sekali,toxic
2940,garing,toxic
2941,b4jingan,toxic
2942,jahat,toxic
2943,l3b4y,toxic
2944,malas sih,toxic
2945,ngehe parah,toxic
2946,pemalas ya,toxic
2947,j4h4t,toxic
2948,julid bang,toxic
2949,si g1la ya,toxic
2950,anjing,toxic
2951,dasar anak arogan,toxic
2952,nih p3mala5 abis,toxic
2953,gila,toxic
2954,kampret kau,toxic
2955,si c4cat nih,toxic
2956,goblokan,toxic
2957,rese bro,toxic
2958,si paling cupu banget,toxic
2959,g0bl0k,toxic
2960,eh kasar,toxic
2961,tai,toxic
2962,kurangajar abis,toxic
2963,setan,toxic
2964,dasar anak idiot,toxic
2965,jorok bang,toxic
2966,dasar manusia pay4h ya,toxic
2967,oi 5ongong kau,toxic
2968,kamu kasar,toxic
2969,anj1ng,toxic
2970,dasar lu kurangajar,toxic
2971,si paling l3m0t bro,toxic
2972,r35e,toxic
2973,busuk lu,toxic
2974,p3nipu,toxic
2975,dasar manusia cupu amat,toxic
2976,stress nih,toxic
2977,oi k4mpr3t bang,toxic
2978,alay,toxic
2979,baj1ng4n,toxic
2980,idi0t4n,toxic
2981,gila amat,toxic
2982,otakudang,toxic
2983,eh edan,toxic
2984,kau ber4nd4l nih,toxic
2985,sialan,toxic
2986,eh kera5 kepala sih,toxic
2987,setan beneran,toxic
2988,bodoh,toxic
2989,si paling nak4l woy,toxic
2990,kotor,toxic
2991,nih taikucing,toxic
2992,pengkhianat parah,toxic
2993,si paling b0doh bro,toxic
2994,dungu abis,toxic
2995,idiotan,toxic
2996,dasar manusia pengacau bang,toxic
2997,woi p3nipu ya,toxic
2998,setan abis,toxic
2999,kamu sialan,toxic
3000,breng53k,toxic
3001,dasar manusia jelek,toxic
3002,nih payah,toxic
3003,4mpa5,toxic
3004,egois,toxic
3005,pemarah,toxic
3006,jelek beneran,toxic
3007,oi dungu parah,toxic
3008,k3r4s k3pala,toxic
3009,muka dua,toxic
3010,idiot nih,toxic
3011,hei k3r45 kep4la amat,toxic
3012,setan bro,toxic
3013,g0bl0k,toxic
3014,dasar lu alay,toxic
3015,si idiot,toxic
3016,cupu banget,toxic
3017,pembohong,toxic
3018,songong,toxic
3019,pemar4h,toxic
3020,kamu r35e sih,toxic
3021,si paling p3mal4s parah,toxic
3022,hei berisik,toxic
3023,hei tai,toxic
3024,si paling kot0r cuk,toxic
3025,loser kau,toxic
3026,k4s4r,toxic
3027,nih kotor,toxic
3028,b3r151k,toxic
3029,kotor beneran,toxic
3030,dasar 0t4kud4ng bro,toxic
3031,kampret amat,toxic
3032,b14d4b,toxic
3033,idiotan kau,toxic
3034,cerewet,toxic
3035,wahai s0kt4u abis,toxic
3036,woi 4lay beneran,toxic
3037,wahai g0blokan abis,toxic
3038,hei b3go nih,toxic
3039,si l0ser bang,toxic
3040,hei pemarah,toxic
3041,dasar lu kasar bang,toxic
3042,hei 4mp45 parah,toxic
3043,t41kucing,toxic
3044,oi kampungan,toxic
3045,busuk,toxic
3046,begokan,toxic
3047,ngawur lu,toxic
3048,kampungan parah,toxic
3049,julid,toxic
3050,songong sih,toxic
3051,pemal45,toxic
3052,ngeyel,toxic
3053,ru54k,toxic
3054,t41,toxic
3055,setan,toxic
3056,egois bro,toxic
3057,munafik,toxic
3058,keparat,toxic
3059,wahai munafik,toxic
3060,nih bego,toxic
3061,rusak,toxic
3062,brengsek,toxic
3063,pemalas banget,toxic
3064,bego banget,toxic
3065,si busuk lu,toxic
3066,pemalas,toxic
3067,kau pemalas,toxic
3068,kau ed4n banget,toxic
3069,dungu bro,toxic
3070,keras kepala,toxic
3071,alay parah,toxic
3072,oi p3cundang sih,toxic
3073,tololan,toxic
3074,cacat,toxic
3075,dasar anak soktau,toxic
3076,keras kepala ya,toxic
3077,ta1,toxic
3078,t0l0lan,toxic
3079,si berandal,toxic
3080,si ber4ndal cuk,toxic
3081,dasar leb4y abis,toxic
3082,kau sombong,toxic
3083,dasar useless,toxic
3084,oi tololan,toxic
3085,bajingan,toxic
3086,dasar lu pengkhianat,toxic
3087,kurangajar,toxic
3088,cerewet cuk,toxic
3089,b3g0,toxic
3090,eh norak,toxic
3091,dasar manusia sialan,toxic
3092,pecundang woy,toxic
3093,bacot lu,toxic
3094,dasar manusia loser,toxic
3095,pemalas beneran,toxic
3096,alay ya,toxic
3097,si paling ego15 nih,toxic
3098,kampungan,toxic
3099,egois,toxic
3100,br3ng05,toxic
3101,t0l0l,toxic
3102,ker45 k3p4l4,toxic
3103,pemb0h0ng,toxic
3104,kampret nih,toxic
3105,taikucing ya,toxic
3106,soktau nih,toxic
3107,si bego,toxic
3108,eh brengsek,toxic
3109,bangsat,toxic
3110,dasar manusia bi4dab abis,toxic
3111,penipu,toxic
3112,begokan,toxic
3113,nih nyeb3lin bro,toxic
3114,hei alay,toxic
3115,tolol,toxic
3116,pembohong kau,toxic
3117,g0blok,toxic
3118,woi b0doh bro,toxic
3119,sampah,toxic
3120,dasar anak kurangaj4r banget,toxic
3121,dasar anak loser,toxic
3122,eh p3ng4cau parah,toxic
3123,oi penipu,toxic
3124,ampas,toxic
3125,lemot lu,toxic
3126,gila kau,toxic
3127,berandal,toxic
3128,lemot,toxic
3129,tai bro,toxic
3130,kau gila,toxic
3131,pemar4h,toxic
3132,oi gila,toxic
3133,woi pengacau,toxic
3134,mal351n,toxic
3135,kau busuk,toxic
3136,hei cerewet,toxic
3137,cacat,toxic
3138,dasar anak bangsat,toxic
3139,t4iayam,toxic
3140,hei parasit,toxic
3141,pengkh14n4t,toxic
3142,goblok,toxic
3143,bajingan nih,toxic
3144,eh l05er sih,toxic
3145,begokan abis,toxic
3146,norak,toxic
3147,nih n4k4l parah,toxic
3148,oi jahil,toxic
3149,brengseklu beneran,toxic
3150,malas parah,toxic
3151,kotor cuk,toxic
3152,julid,toxic
3153,nyebelin,toxic
3154,pemalas amat,toxic
3155,tai,toxic
3156,wahai b1ad4b abis,toxic
3157,rese,toxic
3158,sombong sih,toxic
3159,p3cundang,toxic
3160,kamu kampungan,toxic
3161,4njing,toxic
3162,dasar manusia goblok,toxic
3163,stress ya,toxic
3164,nih jahat,toxic
3165,kau br3ng5ek lu,toxic
3166,taiayam cuk,toxic
3167,kau songong,toxic
3168,hei tukangf1tn4h beneran,toxic
3169,kamu jelek,toxic
3170,busuk nih,toxic
3171,k3p4r4t,toxic
3172,wahai bacot,toxic
3173,tukangfitnah woy,toxic
3174,bodoh,toxic
3175,wahai julid,toxic
3176,dasar 3d4n lu,toxic
3177,tololan,toxic
3178,gar1ng,toxic
3179,loser,toxic
3180,c4cat,toxic
3181,lebay,toxic
3182,ampas,toxic
3183,lemot bang,toxic
3184,hei s0kt4u amat,toxic
3185,p3ngac4u,toxic
3186,kamu bu5uk cuk,toxic
3187,ngawur,toxic
3188,eh edan cuk,toxic
3189,si alay,toxic
3190,berisik bang,toxic
3191,bacot,toxic
3192,parasit,toxic
3193,b4ngs4t,toxic
3194,alay parah,toxic
3195,si paling ampas,toxic
3196,penipu,toxic
3197,woi kasar,toxic
3198,dasar anak t41 nih,toxic
3199,pemalas,toxic
3200,pecundang kau,toxic
3201,j0r0k,toxic
3202,julid,toxic
3203,kau sialan,toxic
3204,kamu cupu lu,toxic
3205,dasar jorok,toxic
3206,bego,toxic
3207,bego abis,toxic
3208,bajingan,toxic
3209,pemalas,toxic
3210,brengos amat,toxic
3211,woi tukangf1tn4h bang,toxic
3212,m4l4s,toxic
3213,songong ya,toxic
3214,si pengacau,toxic
3215,kau ru5ak sih,toxic
3216,busuk,toxic
3217,norak,toxic
3218,oi alay,toxic
3219,oi keras kepala,toxic
3220,cupu,toxic
3221,si paling k4mpr3t woy,toxic
3222,bodoh,toxic
3223,loser beneran,toxic
3224,hei sinting,toxic
3225,pemalas beneran,toxic
3226,munafik,toxic
3227,otakudang,toxic
3228,b14d4b,toxic
3229,wahai berandal sih,toxic
3230,egois lu,toxic
3231,si paling b3ris1k abis,toxic
3232,tai,toxic
3233,idiot banget,toxic
3234,dasar manusia g0bl0k4n woy,toxic
3235,dasar manusia munafik bro,toxic
3236,pem4la5,toxic
3237,goblok nih,toxic
3238,p3ngkh1an4t,toxic
3239,hei jahil abis,toxic
3240,woi parasit,toxic
3241,kamu br3ngseklu beneran,toxic
3242,dasar manusia ar0gan sih,toxic
3243,tuk4ngf1tn4h,toxic
3244,malesin,toxic
3245,bajingan sih,toxic
3246,dasar manusia sokt4u bang,toxic
3247,begokan,toxic
3248,kasar amat,toxic
3249,jahat sekali,toxic
3250,1d10t,toxic
3251,biadab abis,toxic
3252,dasar manusia tololan,toxic
3253,lemot,toxic
3254,cerewet,toxic
3255,hei j3lek amat,toxic
3256,nakal bang,toxic
3257,woi parasit,toxic
3258,breng53klu,toxic
3259,keparat,toxic
3260,goblok,toxic
3261,norak,toxic
3262,c3rewet,toxic
3263,ampas bang,toxic
3264,kamu bego,toxic
3265,berandal woy,toxic
3266,songong amat,toxic
3267,dasar lu alay,toxic
3268,dasar anak kampungan,toxic
3269,j4h4t,toxic
3270,kau amp45 bang,toxic
3271,payah parah,toxic
3272,si paling 54mp4h sih,toxic
3273,payah woy,toxic
3274,tolol,toxic
3275,dasar lu leb4y woy,toxic
3276,begok4n,toxic
3277,t41kucing,toxic
3278,pembohong,toxic
3279,jor0k,toxic
3280,hei garing bang,toxic
3281,sombong bro,toxic
3282,si taikucing,toxic
3283,b4j1ngan,toxic
3284,p3m4rah,toxic
3285,eh l0s3r ya,toxic
3286,p4ra5it,toxic
3287,ampas,toxic
3288,kamu cupu ya,toxic
3289,busuk,toxic
3290,pengacau,toxic
3291,si tai4yam cuk,toxic
3292,nih berisik,toxic
3293,dasar anak tolol,toxic
3294,woi b3r1s1k lu,toxic
3295,ka54r,toxic
3296,kau s3tan amat,toxic
3297,oi amp4s cuk,toxic
3298,5tr35s,toxic
3299,bangsat,toxic
3300,nih k0t0r parah,toxic
3301,taikucing,toxic
3302,pemalas,toxic
3303,hei brengseklu,toxic
3304,dasar lu 50ngong cuk,toxic
3305,idiot sekali,toxic
3306,wahai g0bl0k woy,toxic
3307,cacat,toxic
3308,ampas,toxic
3309,dasar lu busuk,toxic
3310,hei 4mpas banget,toxic
3311,nih 5tr3s5 sih,toxic
3312,dasar tololan abis,toxic
3313,ngawur,toxic
3314,rese,toxic
3315,cupu abis,toxic
3316,pemarah ya,toxic
3317,stress,toxic
3318,si breng53klu kau,toxic
3319,eh j4hil lu,toxic
3320,keparat beneran,toxic
3321,berisik,toxic
3322,kau k4mpungan banget,toxic
3323,bodoh,toxic
3324,oi payah,toxic
3325,hei goblokan,toxic
3326,penipu,toxic
3327,ngawur,toxic
3328,wahai brengseklu,toxic
3329,goblok,toxic
3330,si bacot,toxic
3331,l0s3r,toxic
3332,beg0,toxic
3333,bajingan bro,toxic
3334,dasar manusia kampret sih,toxic
3335,dasar anak pengkhianat,toxic
3336,somb0ng,toxic
3337,si ber15ik lu,toxic
3338,kampret,toxic
3339,dasar lu sialan woy,toxic
3340,1d10t,toxic
3341,garing,toxic
3342,ngawur,toxic
3343,str3s5,toxic
3344,kamu mal3s1n beneran,toxic
3345,wahai otakudang,toxic
3346,br3ngo5,toxic
3347,pengkhianat,toxic
3348,dasar lu pecundang kau,toxic
3349,bodoh ya,toxic
3350,kas4r,toxic
3351,nih ngeyel,toxic
3352,si tololan,toxic
3353,soktau,toxic
3354,c4c4t,toxic
3355,kotor ya,toxic
3356,t41ayam,toxic
3357,dasar p3mbohong sih,toxic
3358,norak,toxic
3359,si paling arogan,toxic
3360,brengsek woy,toxic
3361,brengsek,toxic
3362,pembohong ya,toxic
3363,arogan,toxic
3364,otakudang,toxic
3365,r3s3,toxic
3366,jorok abis,toxic
3367,jahat woy,toxic
3368,jah1l,toxic
3369,idiot lu,toxic
3370,dasar lu keparat,toxic
3371,anjing,toxic
3372,brengos abis,toxic
3373,cerewet beneran,toxic
3374,hei jahil,toxic
3375,bajingan,toxic
3376,nih idiotan,toxic
3377,norak bang,toxic
3378,berisik bang,toxic
3379,dasar manusia ru5ak beneran,toxic
3380,berandal sekali,toxic
3381,cerewet,toxic
3382,5ampah,toxic
3383,p3ngkhian4t,toxic
3384,pem4las,toxic
3385,si paling rusak cuk,toxic
3386,b4j1ng4n,toxic
3387,usel3ss,toxic
3388,si paling brengsek,toxic
3389,woi kotor,toxic
3390,nih munafik,toxic
3391,oi pemarah bro,toxic
3392,lo53r,toxic
3393,bangsat bang,toxic
3394,busuk sih,toxic
3395,idiotan sih,toxic
3396,si paling idiotan,toxic
3397,gila sekali,toxic
3398,dasar lu garing,toxic
3399,pengacau,toxic
3400,si tololan,toxic
3401,3dan,toxic
3402,dasar manusia ngawur,toxic
3403,kotor nih,toxic
3404,si paling begokan,toxic
3405,julid abis,toxic
3406,dasar lu u53le5s abis,toxic
3407,idiotan,toxic
3408,j3lek,toxic
3409,berandal lu,toxic
3410,alay woy,toxic
3411,taiayam,toxic
3412,nakal,toxic
3413,cacat ya,toxic
3414,sampah lu,toxic
3415,oi gar1ng nih,toxic
3416,lemot,toxic
3417,arogan cuk,toxic
3418,kampungan sekali,toxic
3419,kamu taikucing,toxic
3420,dasar manusia muka dua,toxic
3421,munafik,toxic
3422,keras kepala,toxic
3423,ta1ayam,toxic
3424,peng4cau,toxic
3425,penipu,toxic
3426,si paling lemot,toxic
3427,ta1kucing,toxic
3428,hei pengkhianat,toxic
3429,kamu loser,toxic
3430,dasar lu b0d0h banget,toxic
3431,egoi5,toxic
3432,ng3he,toxic
3433,hei egois,toxic
3434,sombong,toxic
3435,si paling ber1s1k kau,toxic
3436,kasar,toxic
3437,biadab parah,toxic
3438,hei brengsek,toxic
3439,woi mal45 nih,toxic
3440,dasar ng4wur sih,toxic
3441,usele5s,toxic
3442,5inting,toxic
3443,bod0h,toxic
3444,4njing,toxic
3445,sinting,toxic
3446,nyebelin lu,toxic
3447,dasar manusia l0ser nih,toxic
3448,anjing sih,toxic
3449,dasar manusia goblokan,toxic
3450,br3ngsek,toxic
3451,kau cacat,toxic
3452,hei 1diot cuk,toxic
3453,jahat,toxic
3454,kamu ampas,toxic
3455,idiot,toxic
3456,brengseklu,toxic
3457,dasar lu begokan,toxic
3458,tukangfitnah woy,toxic
3459,lemot,toxic
3460,si paling ngey3l beneran,toxic
3461,t41ayam,toxic
3462,wahai arogan,toxic
3463,si kotor,toxic
3464,dasar lu sialan,toxic
3465,dasar manusia br3ng5ek amat,toxic
3466,si paling pemala5 woy,toxic
3467,kau br3ng5ek beneran,toxic
3468,setan,toxic
3469,eh 50ngong bang,toxic
3470,bodoh nih,toxic
3471,cupu,toxic
3472,oi pen1pu parah,toxic
3473,ka54r,toxic
3474,pecundang sekali,toxic
3475,b4cot,toxic
3476,biadab cuk,toxic
3477,kau breng53k nih,toxic
3478,oi c3r3w3t bro,toxic
3479,edan,toxic
3480,hei p4r4s1t bang,toxic
3481,nih ngeyel,toxic
3482,nakal,toxic
3483,dasar manusia julid,toxic
3484,wahai kurangajar,toxic
3485,b4jingan,toxic
3486,oi k0tor abis,toxic
3487,p3m4rah,toxic
3488,stress banget,toxic
3489,si paling pecundang,toxic
3490,malesin bang,toxic
3491,dasar lu lem0t bro,toxic
3492,eh penipu,toxic
3493,stress,toxic
3494,wahai bang5at lu,toxic
3495,oi b3g0kan sekali,toxic
3496,oi pengkhianat,toxic
3497,kau s0mbong banget,toxic
3498,cupu lu,toxic
3499,si egois,toxic
3500,songong bro,toxic
3501,munafik,toxic
3502,loser,toxic
3503,jah1l,toxic
3504,b3go,toxic
3505,eh k4mpung4n sekali,toxic
3506,kau m4le51n banget,toxic
3507,begokan,toxic
3508,kau bangsat,toxic
3509,dasar lu us3less parah,toxic
3510,51nt1ng,toxic
3511,cerewet,toxic
3512,sialan,toxic
3513,si paling t0l0l parah,toxic
3514,ngehe,toxic
3515,busuk bang,toxic
3516,woi kampungan,toxic
3517,stress ya,toxic
3518,goblok,toxic
3519,hei 5amp4h lu,toxic
3520,kau b4ng54t cuk,toxic
3521,3goi5,toxic
3522,pemarah,toxic
3523,si amp45 kau,toxic
3524,bangsat beneran,toxic
3525,loser,toxic
3526,pembohong sekali,toxic
3527,si paling taikucing,toxic
3528,setan bro,toxic
